"id_num","id","parentId","text","start_sentence","remainder","index_value","sum_index_value","leaf","animal"
552,"cat.freak_out_when.you.scratch_their_back","cat.freak_out_when.you","scratch their back","2","freak out when you scratch their back",0.047,,1,"cat"
553,"cat.freeze_when_grabbed_by_the_neck","cat","freeze when grabbed by the neck","2","freeze when grabbed by the neck",0.109,,1,"cat"
554,"cat.frightened_of_cucumbers","cat","frightened of cucumbers","4","frightened of cucumbers",0.049,,1,"cat"
555,"cat.from_hell_make_me_want_to_cry","cat","from hell make me want to cry","5","from hell make me want to cry",0,,1,"cat"
556,"cat.funny","cat","funny","4","funny",0.875,,1,"cat"
557,"cat.fur","cat","fur","2,5",,,0.051,0,"cat"
558,"cat.fur.fall_out","cat.fur","fall out","2","fur fall out",0.021,,1,"cat"
559,"cat.fur.feels_weird","cat.fur","feels weird","5","fur feels weird",0,,1,"cat"
560,"cat.fur.look_greasy","cat.fur","look greasy","5","fur look greasy",0.03,,1,"cat"
561,"cat.geek_out_when_i_sing","cat","geek out when i sing","5","geek out when i sing",0.004,,1,"cat"
562,"cat.gently_bite","cat","gently bite","1,5","gently bite",0.068,0.098,1,"cat"
563,"cat.gently_bite.me_when_i_pet_her","cat.gently_bite","me when i pet her","5","gently bite me when i pet her",0.03,,1,"cat"
564,"cat.get","cat","get","2,5",,,1.785,0,"cat"
565,"cat.get.aggressive_when_my_boyfriend_is_here","cat.get","aggressive when my boyfriend is here","5","get aggressive when my boyfriend is here",0.004,,1,"cat"
566,"cat.get.badly_matted","cat.get","badly matted","2","get badly matted",0,,1,"cat"
567,"cat.get.bald_spots","cat.get","bald spots","2","get bald spots",0.043,,1,"cat"
568,"cat.get.big_bellies","cat.get","big bellies","2","get big bellies",0.006,,1,"cat"
569,"cat.get.black_spots_on_his_pink_nose","cat.get","black spots on his pink nose","5","get black spots on his pink nose",0.004,,1,"cat"
570,"cat.get.brown","cat.get","brown","2,5",,,0,0,"cat"
571,"cat.get.brown.spots_in_their_eye","cat.get.brown","spots in their eye","2","get brown spots in their eye",0,,1,"cat"
572,"cat.get.brown.stains_around_eyes","cat.get.brown","stains around eyes","5","get brown stains around eyes",0,,1,"cat"
573,"cat.get.close_to_my_face","cat.get","close to my face","5","get close to my face",0.034,,1,"cat"
574,"cat.get.constipated","cat.get","constipated","2","get constipated",0.064,,1,"cat"
575,"cat.get.diarrhea","cat.get","diarrhea","2","get diarrhea",0.397,,1,"cat"
576,"cat.get.elevator_butt_when_i_pet_him","cat.get","elevator butt when i pet him","5","get elevator butt when i pet him",0.004,,1,"cat"
577,"cat.get.eye","cat.get","eye","2","get eye",0.476,,1,"cat"
578,"cat.get.fur_balls","cat.get","fur balls","2","get fur balls",0.013,,1,"cat"
579,"cat.get.hair_between_toes","cat.get","hair between toes","2","get hair between toes",0,,1,"cat"
580,"cat.get.hairballs","cat.get","hairballs","2","get hairballs",0.257,,1,"cat"
581,"cat.get.hyper_at_night","cat.get","hyper at night","5","get hyper at night",0.053,,1,"cat"
582,"cat.get.in_my_face","cat.get","in my face","5","get in my face",0.207,,1,"cat"
583,"cat.get.ingrown_claws","cat.get","ingrown claws","2","get ingrown claws",0.004,,1,"cat"
584,"cat.get.into_the_bathtub","cat.get","into the bathtub","5","get into the bathtub",0.004,,1,"cat"
585,"cat.get.lazy_when_they_get_fixed","cat.get","lazy when they get fixed","2","get lazy when they get fixed",0,,1,"cat"
586,"cat.get.less_playful_as_they_get_older","cat.get","less playful as they get older","2","get less playful as they get older",0,,1,"cat"
587,"cat.get.litter_outside_the_litter_box","cat.get","litter outside the litter box","5","get litter outside the litter box",0.026,,1,"cat"
588,"cat.get.mats","cat.get","mats","5","get mats",0.023,,1,"cat"
589,"cat.get.mice_so_easily","cat.get","mice so easily","2","get mice so easily",0.004,,1,"cat"
590,"cat.get.moody","cat.get","moody","2","get moody",0.032,,1,"cat"
591,"cat.get.on_your_chest","cat.get","on your chest","2","get on your chest",0.017,,1,"cat"
592,"cat.get.one_ear_cut","cat.get","one ear cut","2","get one ear cut",0,,1,"cat"
593,"cat.get.open_sores","cat.get","open sores","2","get open sores",0.009,,1,"cat"
594,"cat.get.pimples_on_their_chin","cat.get","pimples on their chin","2","get pimples on their chin",0.021,,1,"cat"
595,"cat.get.saggy_tummy","cat.get","saggy tummy","2","get saggy tummy",0.011,,1,"cat"
596,"cat.get.scared_when","cat.get","scared when","2,5",,,0.004,0,"cat"
597,"cat.get.scared_when.i_stare_into_her_eyes","cat.get.scared_when","i stare into her eyes","5","get scared when i stare into her eyes",0,,1,"cat"
598,"cat.get.scared_when.you_yawn","cat.get.scared_when","you yawn","2","get scared when you yawn",0.004,,1,"cat"
599,"cat.get.the_zoomies","cat.get","the zoomies","2","get the zoomies",0.045,,1,"cat"
600,"cat.get.to_you_when_you_lay_on_the_floor","cat.get","to you when you lay on the floor","2","get to you when you lay on the floor",0.004,,1,"cat"
601,"cat.get.urine_infections","cat.get","urine infections","2","get urine infections",0.011,,1,"cat"
602,"cat.get.yeast_infections_in_their_ears","cat.get","yeast infections in their ears","2","get yeast infections in their ears",0.006,,1,"cat"
603,"cat.give","cat","give","2",,,0.026,0,"cat"
604,"cat.give.dead_mice","cat.give","dead mice","2","give dead mice",0.017,,1,"cat"
605,"cat.give.love_bites_to_their_owners","cat.give","love bites to their owners","2","give love bites to their owners",0.004,,1,"cat"
606,"cat.give.stuffed_animals","cat.give","stuffed animals","2","give stuffed animals",0.004,,1,"cat"
607,"cat.gnaw_on_me","cat","gnaw on me","5","gnaw on me",0.03,,1,"cat"
608,"cat.go","cat","go","2,5",,,2.622,0,"cat"
609,"cat.go.bald","cat.go","bald","2","go bald",0.084,,1,"cat"
610,"cat.go.crazy","cat.go","crazy","2,5","go crazy",1.451,1.952,1,"cat"
611,"cat.go.crazy.after","cat.go.crazy","after","2",,,0.066,0,"cat"
612,"cat.go.crazy.after.bathroom","cat.go.crazy.after","bathroom","2","go crazy after bathroom",0.004,,1,"cat"
613,"cat.go.crazy.after.eating","cat.go.crazy.after","eating","2","go crazy after eating",0.013,,1,"cat"
614,"cat.go.crazy.after.pooping","cat.go.crazy.after","pooping","2","go crazy after pooping",0.049,,1,"cat"
615,"cat.go.crazy.at_night","cat.go.crazy","at night","2","go crazy at night",0.201,,1,"cat"
616,"cat.go.crazy.for_catnip","cat.go.crazy","for catnip","2","go crazy for catnip",0.15,,1,"cat"
617,"cat.go.crazy.from_catnip","cat.go.crazy","from catnip","2","go crazy from catnip",0.004,,1,"cat"
618,"cat.go.crazy.over","cat.go.crazy","over","2,5",,,0.079,0,"cat"
619,"cat.go.crazy.over.bleach","cat.go.crazy.over","bleach","5","go crazy over bleach",0.006,,1,"cat"
620,"cat.go.crazy.over.catnip","cat.go.crazy.over","catnip","2","go crazy over catnip",0.073,,1,"cat"
621,"cat.go.hyper","cat.go","hyper","2","go hyper",0.041,,1,"cat"
622,"cat.go.in","cat.go","in","2,5",,,0.045,0,"cat"
623,"cat.go.in.drawers","cat.go.in","drawers","2","go in drawers",0.004,,1,"cat"
624,"cat.go.in.the","cat.go.in","the","5",,,0.041,0,"cat"
625,"cat.go.in.the.bathtub","cat.go.in.the","bathtub","5","go in the bathtub",0.041,,1,"cat"
626,"cat.go.in.the.hallway_and_howl","cat.go.in.the","hallway and howl","5","go in the hallway and howl",0,,1,"cat"
627,"cat.go.into_the_sewer","cat.go","into the sewer","2","go into the sewer",0.004,,1,"cat"
628,"cat.go.mad","cat.go","mad","5",,,0,0,"cat"
629,"cat.go.mad.at_night","cat.go.mad","at night","5","go mad at night",0,,1,"cat"
630,"cat.go.mad.clawing_in_her_hut_house","cat.go.mad","clawing in her hut house","5","go mad clawing in her hut house",0,,1,"cat"
631,"cat.go.missing","cat.go","missing","2","go missing",0.418,,1,"cat"
632,"cat.go.to","cat.go","to","2,5",,,0.079,0,"cat"
633,"cat.go.to.a_safe_place_from_fleas","cat.go.to","a safe place from fleas","2","go to a safe place from fleas",0,,1,"cat"
634,"cat.go.to.men","cat.go.to","men","5","go to men",0.019,,1,"cat"
635,"cat.go.to.the_bathroom_with_me","cat.go.to","the bathroom with me","5","go to the bathroom with me",0.06,,1,"cat"
636,"cat.go.wild_with_catnip","cat.go","wild with catnip","2","go wild with catnip",0,,1,"cat"
637,"cat.good_pets","cat","good pets","4","good pets",0.873,,1,"cat"
638,"cat.grab","cat","grab","2,5",,,0.03,0,"cat"
639,"cat.grab.fast","cat.grab","fast","2","grab fast",0.004,,1,"cat"
640,"cat.grab.my_arm_and_meow","cat.grab","my arm and meow","5","grab my arm and meow",0.004,,1,"cat"
641,"cat.grab.your_leg","cat.grab","your leg","2","grab your leg",0.021,,1,"cat"
642,"cat.groom","cat","groom","2","groom",2.311,3.819,1,"cat"
643,"cat.groom.each_other","cat.groom","each other","2","groom each other",0.988,1.001,1,"cat"
644,"cat.groom.each_other.and_then_fight","cat.groom.each_other","and then fight","2","groom each other and then fight",0.013,,1,"cat"
645,"cat.groom.one_another","cat.groom","one another","2","groom one another",0.011,,1,"cat"
646,"cat.groom.themselves","cat.groom","themselves","2","groom themselves",0.329,,1,"cat"
647,"cat.groom.when_you_pet_them","cat.groom","when you pet them","2","groom when you pet them",0.004,,1,"cat"
648,"cat.groom.you","cat.groom","you","2","groom you",0.162,,1,"cat"
649,"cat.growl","cat","growl","1,2,5","growl",1.679,1.728,1,"cat"
650,"cat.growl.at_the_mailman","cat.growl","at the mailman","5","growl at the mailman",0.004,,1,"cat"
651,"cat.growl.when","cat.growl","when","2,5",,,0.045,0,"cat"
652,"cat.growl.when.eating","cat.growl.when","eating","2","growl when eating",0.028,,1,"cat"
653,"cat.growl.when.i_hold_her","cat.growl.when","i hold her","5","growl when i hold her",0.013,,1,"cat"
654,"cat.growl.when.in_heat","cat.growl.when","in heat","5","growl when in heat",0.004,,1,"cat"
655,"cat.growl.when.sick","cat.growl.when","sick","5","growl when sick",0,,1,"cat"
656,"cat.growling","cat","growling","6","growling",0.842,,1,"cat"
657,"cat.hair_clump","cat","hair clump","2","hair clump",0.013,,1,"cat"
658,"cat.half_close_their_eyes","cat","half close their eyes","2","half close their eyes",0.013,,1,"cat"
659,"cat.harmful_to_babies","cat","harmful to babies","4","harmful to babies",0.009,,1,"cat"
660,"cat.hate","cat","hate","2,5",,,9.701,0,"cat"
661,"cat.hate.baths","cat.hate","baths","2","hate baths",0.167,,1,"cat"
662,"cat.hate.being_picked_up","cat.hate","being picked up","5","hate being picked up",0.058,,1,"cat"
663,"cat.hate.closed_doors","cat.hate","closed doors","2","hate closed doors",0.077,,1,"cat"
664,"cat.hate.cucumber","cat.hate","cucumber","2","hate cucumber",0.297,,1,"cat"
665,"cat.hate.cucumbers","cat.hate","cucumbers","2","hate cucumbers",2.946,,1,"cat"
666,"cat.hate.laser_pointers","cat.hate","laser pointers","2","hate laser pointers",0.026,,1,"cat"
667,"cat.hate.me","cat.hate","me","5","hate me",1.045,,1,"cat"
668,"cat.hate.to_be_held","cat.hate","to be held","5","hate to be held",0.011,,1,"cat"
669,"cat.hate.water","cat.hate","water","2","hate water",5.076,,1,"cat"
670,"cat.have","cat","have","1,2,5",,,19.853,0,"cat"
671,"cat.have.9_lives","cat.have","9 lives","2,1","have 9 lives",1.597,,1,"cat"
672,"cat.have.a","cat.have","a","1,2,5",,,1.015,0,"cat"
673,"cat.have.a.bald_spot","cat.have.a","bald spot","5","have a bald spot",0.307,,1,"cat"
674,"cat.have.a.big_lump_that_moves_on_her_tummy","cat.have.a","big lump that moves on her tummy","5","have a big lump that moves on her tummy",0,,1,"cat"
675,"cat.have.a.drooling_problem","cat.have.a","drooling problem","5","have a drooling problem",0,,1,"cat"
676,"cat.have.a.large_lump_on_her_underside","cat.have.a","large lump on her underside","5","have a large lump on her underside",0.004,,1,"cat"
677,"cat.have.a.m_on_their_head","cat.have.a","m on their head","2","have a m on their head",0.017,,1,"cat"
678,"cat.have.a.mane_in_the_winter","cat.have.a","mane in the winter","5","have a mane in the winter",0.004,,1,"cat"
679,"cat.have.a.pocket_in_their_ear","cat.have.a","pocket in their ear","2","have a pocket in their ear",0.015,,1,"cat"
680,"cat.have.a.rough_tongue","cat.have.a","rough tongue","2","have a rough tongue",0.073,,1,"cat"
681,"cat.have.a.saggy_stomach","cat.have.a","saggy stomach","5","have a saggy stomach",0.038,,1,"cat"
682,"cat.have.a.tail","cat.have.a","tail","1","have a tail",0.501,,1,"cat"
683,"cat.have.a.w_on_it","cat.have.a","w on it","5","have a w on it",0.004,,1,"cat"
684,"cat.have.a.wet_nose","cat.have.a","wet nose","2","have a wet nose",0.051,,1,"cat"
685,"cat.have.an_extra_flap_of_skin_in_their_ear","cat.have","an extra flap of skin in their ear","2","have an extra flap of skin in their ear",0,,1,"cat"
686,"cat.have.anal_discharge","cat.have","anal discharge","5","have anal discharge",0.004,,1,"cat"
687,"cat.have.anxiety","cat.have","anxiety","5","have anxiety",0.135,,1,"cat"
688,"cat.have.bad_breath","cat.have","bad breath","5,2","have bad breath",0.538,,1,"cat"
689,"cat.have.bald_patches_on_his_arm","cat.have","bald patches on his arm","5","have bald patches on his arm",0,,1,"cat"
690,"cat.have.black","cat.have","black","5",,,0.038,0,"cat"
691,"cat.have.black.dandruff","cat.have.black","dandruff","5","have black dandruff",0.034,,1,"cat"
692,"cat.have.black.marks_on_his_gums","cat.have.black","marks on his gums","5","have black marks on his gums",0.004,,1,"cat"
693,"cat.have.blood_in_their_poop","cat.have","blood in their poop","2","have blood in their poop",0.021,,1,"cat"
694,"cat.have.bumps_all_over","cat.have","bumps all over","5","have bumps all over",0.034,,1,"cat"
695,"cat.have.dander","cat.have","dander","2","have dander",0.047,,1,"cat"
696,"cat.have.dandruff","cat.have","dandruff","5,2","have dandruff",1.126,,1,"cat"
697,"cat.have.dark_eyes_and_big_belly","cat.have","dark eyes and big belly","1","have dark eyes and big belly",0,,1,"cat"
698,"cat.have.diarrhea","cat.have","diarrhea","1,5","have diarrhea",3.612,3.612,1,"cat"
699,"cat.have.diarrhea.with_an_odor","cat.have.diarrhea","with an odor","5","have diarrhea with an odor",0,,1,"cat"
700,"cat.have.different_color_eye_discharge","cat.have","different color eye discharge","5","have different color eye discharge",0.004,,1,"cat"
701,"cat.have.dirty_eyes","cat.have","dirty eyes","5","have dirty eyes",0.004,,1,"cat"
702,"cat.have.discolored_eye","cat.have","discolored eye","2,5",,,0.004,0,"cat"
703,"cat.have.discolored_eye.boogers","cat.have.discolored_eye","boogers","5","have discolored eye boogers",0,,1,"cat"
704,"cat.have.discolored_eye.crust","cat.have.discolored_eye","crust","2","have discolored eye crust",0.004,,1,"cat"
705,"cat.have.dry_tongues","cat.have","dry tongues","2","have dry tongues",0.013,,1,"cat"
706,"cat.have.excessive_saliva","cat.have","excessive saliva","5","have excessive saliva",0.019,,1,"cat"
707,"cat.have.eye","cat.have","eye","5",,,0.457,0,"cat"
708,"cat.have.eye.boogers","cat.have.eye","boogers","5","have eye boogers",0.322,,1,"cat"
709,"cat.have.eye.discharge","cat.have.eye","discharge","5","have eye discharge",0.134,,1,"cat"
710,"cat.have.fur_in_their_ears","cat.have","fur in their ears","2","have fur in their ears",0.015,,1,"cat"
711,"cat.have.green","cat.have","green","2,5",,,0.167,0,"cat"
712,"cat.have.green.eye_discharge","cat.have.green","eye discharge","5","have green eye discharge",0.019,,1,"cat"
713,"cat.have.green.eyes","cat.have.green","eyes","2","have green eyes",0.147,,1,"cat"
714,"cat.have.grey_loose_stools","cat.have","grey loose stools","5","have grey loose stools",0,,1,"cat"
715,"cat.have.hair_on_their_tongue","cat.have","hair on their tongue","2","have hair on their tongue",0.03,,1,"cat"
716,"cat.have.his_mouth_open","cat.have","his mouth open","5","have his mouth open",0.066,,1,"cat"
717,"cat.have.long","cat.have","long","2,5",,,0.154,0,"cat"
718,"cat.have.long.toe_hair","cat.have.long","toe hair","5","have long toe hair",0.004,,1,"cat"
719,"cat.have.long.whiskers","cat.have.long","whiskers","2","have long whiskers",0.15,,1,"cat"
720,"cat.have.matted_fur_on_her_back","cat.have","matted fur on her back","5","have matted fur on her back",0.015,,1,"cat"
721,"cat.have.nine","cat.have","nine","1,2","have nine",0.673,1.385,1,"cat"
722,"cat.have.nine.lives","cat.have.nine","lives","2,1","have nine lives",0.712,,1,"cat"
723,"cat.have.one_eye_closed","cat.have","one eye closed","5","have one eye closed",0.041,,1,"cat"
724,"cat.have.really_bad_breath","cat.have","really bad breath","5","have really bad breath",0.013,,1,"cat"
725,"cat.have.red_spots","cat.have","red spots","5","have red spots",0.034,,1,"cat"
726,"cat.have.ridges_on_their_heads","cat.have","ridges on their heads","2","have ridges on their heads",0.009,,1,"cat"
727,"cat.have.rough_tongues_and_dogs_have_smooth_ones","cat.have","rough tongues and dogs have smooth ones","2","have rough tongues and dogs have smooth ones",0.011,,1,"cat"
728,"cat.have.runny_poop","cat.have","runny poop","5","have runny poop",0.075,,1,"cat"
729,"cat.have.scabs","cat.have","scabs","5",,,0.03,0,"cat"
730,"cat.have.scabs.all_over_her_body","cat.have.scabs","all over her body","5","have scabs all over her body",0.026,,1,"cat"
731,"cat.have.scabs.on_his_lip","cat.have.scabs","on his lip","5","have scabs on his lip",0.004,,1,"cat"
732,"cat.have.scratchy_tongue","cat.have","scratchy tongue","2","have scratchy tongue",0,,1,"cat"
733,"cat.have.seizures","cat.have","seizures","2","have seizures",0.252,,1,"cat"
734,"cat.have.sex_with_furry_blankets","cat.have","sex with furry blankets","5","have sex with furry blankets",0,,1,"cat"
735,"cat.have.so_much_dandruff","cat.have","so much dandruff","5","have so much dandruff",0.068,,1,"cat"
736,"cat.have.spikes_on_their_willy","cat.have","spikes on their willy","2","have spikes on their willy",0.051,,1,"cat"
737,"cat.have.stinky","cat.have","stinky","2",,,0.019,0,"cat"
738,"cat.have.stinky.breath","cat.have.stinky","breath","2","have stinky breath",0.011,,1,"cat"
739,"cat.have.stinky.poop","cat.have.stinky","poop","2","have stinky poop",0.009,,1,"cat"
740,"cat.have.such_beautiful_eyes","cat.have","such beautiful eyes","2","have such beautiful eyes",0.004,,1,"cat"
741,"cat.have.tails","cat.have","tails","2","have tails",2.872,,1,"cat"
742,"cat.have.tattoos","cat.have","tattoos","2","have tattoos",0.028,,1,"cat"
743,"cat.have.that_top_flap","cat.have","that top flap","2","have that top flap",0,,1,"cat"
744,"cat.have.their","cat.have","their","2",,,0.066,0,"cat"
745,"cat.have.their.mouth_open","cat.have.their","mouth open","2","have their mouth open",0.062,,1,"cat"
746,"cat.have.their.tails_straight_up","cat.have.their","tails straight up","2","have their tails straight up",0.004,,1,"cat"
747,"cat.have.to","cat.have","to","5",,,0.038,0,"cat"
748,"cat.have.to.be_near_me","cat.have.to","be near me","5","have to be near me",0.034,,1,"cat"
749,"cat.have.to.get_praised_while_eating","cat.have.to","get praised while eating","5","have to get praised while eating",0.004,,1,"cat"
750,"cat.have.warts_and_sebaceous_cysts","cat.have","warts and sebaceous cysts","5","have warts and sebaceous cysts",0.004,,1,"cat"
751,"cat.have.whiskers","cat.have","whiskers","2,1","have whiskers",5.716,,1,"cat"
752,"cat.have.white","cat.have","white","5",,,0.021,0,"cat"
753,"cat.have.white.dandruff","cat.have.white","dandruff","5","have white dandruff",0.017,,1,"cat"
754,"cat.have.white.saliva","cat.have.white","saliva","5","have white saliva",0.004,,1,"cat"
755,"cat.head_bump","cat","head bump","2","head bump",0.349,,1,"cat"
756,"cat.headbutt","cat","headbutt","2,5","headbutt",1.565,2.938,1,"cat"
757,"cat.headbutt.me","cat.headbutt","me","5","headbutt me",0.694,0.72,1,"cat"
758,"cat.headbutt.me.in_the_face","cat.headbutt.me","in the face","5","headbutt me in the face",0.026,,1,"cat"
759,"cat.headbutt.my_face","cat.headbutt","my face","5","headbutt my face",0.182,,1,"cat"
760,"cat.headbutt.you","cat.headbutt","you","2","headbutt you",0.387,,1,"cat"
761,"cat.headbutt.your_face","cat.headbutt","your face","2","headbutt your face",0.085,,1,"cat"
762,"cat.her_spooked","cat","her spooked","5","her spooked",0.004,,1,"cat"
763,"cat.hide","cat","hide","2,5",,,0.083,0,"cat"
764,"cat.hide.in_litter_box","cat.hide","in litter box","5","hide in litter box",0.019,,1,"cat"
765,"cat.hide.their_faces","cat.hide","their faces","2","hide their faces",0.056,,1,"cat"
766,"cat.hide.under_my_bed_when_i_leave","cat.hide","under my bed when i leave","5","hide under my bed when i leave",0.004,,1,"cat"
767,"cat.hide.when_outside_trouble","cat.hide","when outside trouble","2","hide when outside trouble",0.004,,1,"cat"
768,"cat.hiding","cat","hiding","6","hiding",1.165,,1,"cat"
769,"cat.hiss","cat","hiss","1,2,5","hiss",4.727,5.787,1,"cat"
770,"cat.hiss.after","cat.hiss","after","5",,,0.004,0,"cat"
771,"cat.hiss.after.feeding","cat.hiss.after","feeding","5","hiss after feeding",0,,1,"cat"
772,"cat.hiss.after.she_pees","cat.hiss.after","she pees","5","hiss after she pees",0.004,,1,"cat"
773,"cat.hiss.at","cat.hiss","at","2,5",,,1,0,"cat"
774,"cat.hiss.at.each_other","cat.hiss.at","each other","2","hiss at each other",0.395,,1,"cat"
775,"cat.hiss.at.humans","cat.hiss.at","humans","2","hiss at humans",0.045,,1,"cat"
776,"cat.hiss.at.me_when_i_am_outside_the_window","cat.hiss.at","me when i am outside the window","5","hiss at me when i am outside the window",0.004,,1,"cat"
777,"cat.hiss.at.my_other_cat_after_vet","cat.hiss.at","my other cat after vet","5","hiss at my other cat after vet",0.023,,1,"cat"
778,"cat.hiss.at.new_cats","cat.hiss.at","new cats","2","hiss at new cats",0.12,,1,"cat"
779,"cat.hiss.at.nothing","cat.hiss.at","nothing","5","hiss at nothing",0.043,,1,"cat"
780,"cat.hiss.at.one_person","cat.hiss.at","one person","5","hiss at one person",0.019,,1,"cat"
781,"cat.hiss.at.people","cat.hiss.at","people","2","hiss at people",0.111,,1,"cat"
782,"cat.hiss.at.you","cat.hiss.at","you","2","hiss at you",0.227,0.239,1,"cat"
783,"cat.hiss.at.you.for_no_reason","cat.hiss.at.you","for no reason","2","hiss at you for no reason",0.013,,1,"cat"
784,"cat.hiss.for_no_reason","cat.hiss","for no reason","2","hiss for no reason",0.049,,1,"cat"
785,"cat.hiss.when_i_feed_him","cat.hiss","when i feed him","5","hiss when i feed him",0.006,,1,"cat"
786,"cat.hit","cat","hit","2,5",,,0.064,0,"cat"
787,"cat.hit.me_in_face","cat.hit","me in face","5","hit me in face",0.041,,1,"cat"
788,"cat.hit.the_water_bowl","cat.hit","the water bowl","5","hit the water bowl",0.009,,1,"cat"
789,"cat.hit.you_in_the_face","cat.hit","you in the face","2","hit you in the face",0.015,,1,"cat"
790,"cat.hold","cat","hold","1,2,5",,,0.011,0,"cat"
791,"cat.hold.his_paw_up","cat.hold","his paw up","5","hold his paw up",0.011,,1,"cat"
792,"cat.hold.their","cat.hold","their","1,2",,,0,0,"cat"
793,"cat.hold.their.heads_in_sleep","cat.hold.their","heads in sleep","2","hold their heads in sleep",0,,1,"cat"
794,"cat.hold.their.tail_up_and_shake_it","cat.hold.their","tail up and shake it","1","hold their tail up and shake it",0,,1,"cat"
795,"cat.howl","cat","howl","1,2,5","howl",3.16,3.555,1,"cat"
796,"cat.howl.at_night","cat.howl","at night","2","howl at night",0.395,,1,"cat"
797,"cat.howling","cat","howling","6","howling",0.486,,1,"cat"
798,"cat.huff_and_puff","cat","huff and puff","2","huff and puff",0.006,,1,"cat"
799,"cat.hump","cat","hump","2,5",,,0.141,0,"cat"
800,"cat.hump.female_owner_after_been_neutered","cat.hump","female owner after been neutered","2","hump female owner after been neutered",0,,1,"cat"
801,"cat.hump.my_blanket","cat.hump","my blanket","5","hump my blanket",0.141,,1,"cat"
802,"cat.hunch_their_back_and_walk_sideways","cat","hunch their back and walk sideways","2","hunch their back and walk sideways",0.013,,1,"cat"
803,"cat.hungry_all_the_time","cat","hungry all the time","3","hungry all the time",0.036,,1,"cat"
804,"cat.ignore","cat","ignore","2","ignore",0.256,,1,"cat"
805,"cat.in_heat","cat","in heat","3","in heat",1.025,,1,"cat"
806,"cat.insist_on_licking_my_face","cat","insist on licking my face","5","insist on licking my face",0.004,,1,"cat"
807,"cat.isolate_themselves","cat","isolate themselves","2","isolate themselves",0.043,,1,"cat"
808,"cat.itchy","cat","itchy","6","itchy",0.501,,1,"cat"
809,"cat.jerks","cat","jerks","4","jerks",0.23,,1,"cat"
810,"cat.jump","cat","jump","2,5",,,0.145,0,"cat"
811,"cat.jump.away_from_cucumbers","cat.jump","away from cucumbers","2","jump away from cucumbers",0.019,,1,"cat"
812,"cat.jump.on_your_back","cat.jump","on your back","2","jump on your back",0.036,,1,"cat"
813,"cat.jump.out_at_you","cat.jump","out at you","2","jump out at you",0.011,,1,"cat"
814,"cat.jump.to_my_leg","cat.jump","to my leg","5","jump to my leg",0.011,,1,"cat"
815,"cat.jump.when","cat.jump","when","2",,,0.068,0,"cat"
816,"cat.jump.when.scared","cat.jump.when","scared","2","jump when scared",0.068,,1,"cat"
817,"cat.jump.when.vomiting","cat.jump.when","vomiting","2","jump when vomiting",0,,1,"cat"
818,"cat.just_vanish_and_not_come_back","cat","just vanish and not come back","2","just vanish and not come back",0.004,,1,"cat"
819,"cat.keep","cat","keep","1,2,5",,,8.388,0,"cat"
820,"cat.keep.asking_for_food_when_it_has_some","cat.keep","asking for food when it has some","5","keep asking for food when it has some",0,,1,"cat"
821,"cat.keep.attacking_my","cat.keep","attacking my","5",,,0.017,0,"cat"
822,"cat.keep.attacking_my.hand","cat.keep.attacking_my","hand","5","keep attacking my hand",0,,1,"cat"
823,"cat.keep.attacking_my.other_cats","cat.keep.attacking_my","other cats","5","keep attacking my other cats",0.017,,1,"cat"
824,"cat.keep.biting_me","cat.keep","biting me","5","keep biting me",0.346,,1,"cat"
825,"cat.keep.digging_in_litter","cat.keep","digging in litter","2","keep digging in litter",0.004,,1,"cat"
826,"cat.keep.eating_plastic","cat.keep","eating plastic","5","keep eating plastic",0.03,,1,"cat"
827,"cat.keep.getting","cat.keep","getting","5",,,0.019,0,"cat"
828,"cat.keep.getting.hairballs","cat.keep.getting","hairballs","5","keep getting hairballs",0.006,,1,"cat"
829,"cat.keep.getting.ticks","cat.keep.getting","ticks","5","keep getting ticks",0.013,,1,"cat"
830,"cat.keep.going_bald","cat.keep","going bald","5","keep going bald",0,,1,"cat"
831,"cat.keep.hiding","cat.keep","hiding","5","keep hiding",0.145,,1,"cat"
832,"cat.keep.itching_her_ear","cat.keep","itching her ear","5","keep itching her ear",0.026,,1,"cat"
833,"cat.keep.licking","cat.keep","licking","5",,,0.61,0,"cat"
834,"cat.keep.licking.her_privates","cat.keep.licking","her privates","5","keep licking her privates",0.019,,1,"cat"
835,"cat.keep.licking.herself","cat.keep.licking","herself","5","keep licking herself",0.083,,1,"cat"
836,"cat.keep.licking.his_privates","cat.keep.licking","his privates","5","keep licking his privates",0.038,,1,"cat"
837,"cat.keep.licking.its_lips","cat.keep.licking","its lips","5","keep licking its lips",0.006,,1,"cat"
838,"cat.keep.licking.me","cat.keep.licking","me","5","keep licking me",0.452,,1,"cat"
839,"cat.keep.licking.my_eyes","cat.keep.licking","my eyes","5","keep licking my eyes",0.011,,1,"cat"
840,"cat.keep.marking","cat.keep","marking","5","keep marking",0.017,,1,"cat"
841,"cat.keep.meowing","cat.keep","meowing","5","keep meowing",2.524,2.989,1,"cat"
842,"cat.keep.meowing.at","cat.keep.meowing","at","5",,,0.429,0,"cat"
843,"cat.keep.meowing.at.me","cat.keep.meowing.at","me","5","keep meowing at me",0.252,,1,"cat"
844,"cat.keep.meowing.at.night","cat.keep.meowing.at","night","5","keep meowing at night",0.177,,1,"cat"
